#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Actl6a	Pbrm1	10090.ENSMUSP00000029214	10090.ENSMUSP00000107727	0	0	0	0	0.154	0.766	0.800	0.832	0.992
Actl6a	Dmap1	10090.ENSMUSP00000029214	10090.ENSMUSP00000099748	0	0	0	0	0.113	0.828	0.720	0.903	0.995
Actl6a	Ruvbl1	10090.ENSMUSP00000029214	10090.ENSMUSP00000032165	0	0	0	0	0.263	0.763	0.800	0.877	0.995
Actl6a	Ruvbl2	10090.ENSMUSP00000029214	10090.ENSMUSP00000147502	0	0	0	0	0.388	0.798	0.720	0.896	0.995
Actl6a	Smarcc1	10090.ENSMUSP00000029214	10090.ENSMUSP00000086094	0	0	0	0	0.061	0.696	0.900	0.993	0.999
Actl6a	Arid1a	10090.ENSMUSP00000029214	10090.ENSMUSP00000101517	0	0	0	0	0.060	0.874	0.900	0.980	0.999
Actl6a	Smarcc2	10090.ENSMUSP00000029214	10090.ENSMUSP00000100868	0	0	0	0	0	0.877	0.900	0.986	0.999
Actl6a	Smarca4	10090.ENSMUSP00000029214	10090.ENSMUSP00000096547	0	0	0	0	0.063	0.941	0.900	0.990	0.999
Actl6a	Smarce1	10090.ENSMUSP00000029214	10090.ENSMUSP00000099422	0	0	0	0	0.061	0.829	0.900	0.992	0.999
Actl6b	Smarcb1	10090.ENSMUSP00000119356	10090.ENSMUSP00000000925	0	0	0	0	0.164	0.796	0.900	0.873	0.997
Actl6b	Brd8	10090.ENSMUSP00000119356	10090.ENSMUSP00000003876	0	0	0	0	0.077	0.173	0.540	0.259	0.705
Actl6b	Vps72	10090.ENSMUSP00000119356	10090.ENSMUSP00000009102	0	0	0	0	0.064	0.622	0.540	0.458	0.900
Actl6b	Yeats4	10090.ENSMUSP00000119356	10090.ENSMUSP00000020382	0	0	0	0	0.069	0.573	0.540	0.449	0.885
Actl6b	Smarcd2	10090.ENSMUSP00000119356	10090.ENSMUSP00000021052	0	0	0	0	0.118	0.558	0.800	0.623	0.966
Actl6b	Smarcd1	10090.ENSMUSP00000119356	10090.ENSMUSP00000023759	0	0	0	0	0.136	0.665	0.900	0.824	0.994
Actl6b	Phf10	10090.ENSMUSP00000119356	10090.ENSMUSP00000024657	0	0	0	0	0	0.654	0.800	0.863	0.989
Actl6b	Smarca2	10090.ENSMUSP00000119356	10090.ENSMUSP00000025862	0	0	0	0	0.067	0.723	0.900	0.753	0.992
Actl6b	Epc1	10090.ENSMUSP00000119356	10090.ENSMUSP00000028100	0	0	0	0	0	0.650	0.540	0.305	0.878
Actl6b	Mrgbp	10090.ENSMUSP00000119356	10090.ENSMUSP00000029085	0	0	0	0	0	0.523	0.540	0.272	0.826
Actl6b	Smarcd3	10090.ENSMUSP00000119356	10090.ENSMUSP00000030791	0	0	0	0	0.118	0.558	0.900	0.782	0.990
Actl6b	Bcl7a	10090.ENSMUSP00000119356	10090.ENSMUSP00000031391	0	0	0	0	0.087	0.260	0.900	0.409	0.954
Actl6b	Ing3	10090.ENSMUSP00000119356	10090.ENSMUSP00000031680	0	0	0	0	0.054	0.554	0.540	0.198	0.823
Actl6b	Bcl7b	10090.ENSMUSP00000119356	10090.ENSMUSP00000031692	0	0	0	0	0.079	0.202	0.900	0.461	0.955
Actl6b	Ruvbl1	10090.ENSMUSP00000119356	10090.ENSMUSP00000032165	0	0	0	0	0.169	0.763	0.540	0.488	0.947
Actl6b	Morf4l2	10090.ENSMUSP00000119356	10090.ENSMUSP00000033797	0	0	0	0	0.176	0.550	0.540	0.209	0.847
Actl6b	Brd7	10090.ENSMUSP00000119356	10090.ENSMUSP00000034085	0	0	0	0	0.091	0.567	0.800	0.562	0.960
Actl6b	Ep400	10090.ENSMUSP00000119356	10090.ENSMUSP00000049038	0	0	0	0	0	0.653	0.540	0.295	0.877
Actl6b	Meaf6	10090.ENSMUSP00000119356	10090.ENSMUSP00000053543	0	0	0	0	0.061	0.720	0.540	0.438	0.923
Actl6b	Dpf1	10090.ENSMUSP00000119356	10090.ENSMUSP00000054385	0	0	0	0	0.167	0.255	0.900	0.997	0.999
Actl6b	Morf4l1	10090.ENSMUSP00000119356	10090.ENSMUSP00000082346	0	0	0	0	0.176	0.550	0.540	0.296	0.863
Actl6b	Smarcc1	10090.ENSMUSP00000119356	10090.ENSMUSP00000086094	0	0	0	0	0	0.557	0.900	0.901	0.995
Actl6b	Epc2	10090.ENSMUSP00000119356	10090.ENSMUSP00000089758	0	0	0	0	0	0.650	0.540	0.350	0.886
Actl6b	Arid2	10090.ENSMUSP00000119356	10090.ENSMUSP00000093969	0	0	0	0	0.079	0.497	0.800	0.651	0.963
Actl6b	Smarca4	10090.ENSMUSP00000119356	10090.ENSMUSP00000096547	0	0	0	0	0.048	0.723	0.900	0.787	0.993
Actl6b	Trrap	10090.ENSMUSP00000119356	10090.ENSMUSP00000098035	0	0	0	0	0	0.767	0.540	0.470	0.938
Actl6b	Smarce1	10090.ENSMUSP00000119356	10090.ENSMUSP00000099422	0	0	0	0	0	0.665	0.900	0.932	0.997
Actl6b	Dmap1	10090.ENSMUSP00000119356	10090.ENSMUSP00000099748	0	0	0	0	0.090	0.799	0.540	0.435	0.946
Actl6b	Smarcc2	10090.ENSMUSP00000119356	10090.ENSMUSP00000100868	0	0	0	0	0	0.557	0.900	0.919	0.996
Actl6b	Arid1a	10090.ENSMUSP00000119356	10090.ENSMUSP00000101517	0	0	0	0	0	0.421	0.900	0.754	0.984
Actl6b	Mbtd1	10090.ENSMUSP00000119356	10090.ENSMUSP00000103485	0	0	0	0	0.087	0.082	0.540	0.117	0.614
Actl6b	Pbrm1	10090.ENSMUSP00000119356	10090.ENSMUSP00000107727	0	0	0	0	0.120	0.766	0.800	0.630	0.982
Actl6b	Kat5	10090.ENSMUSP00000119356	10090.ENSMUSP00000109271	0	0	0	0	0.095	0.439	0.540	0.337	0.824
Actl6b	Arid1b	10090.ENSMUSP00000119356	10090.ENSMUSP00000111463	0	0	0	0	0	0.421	0.900	0.626	0.976
Actl6b	Dpf2	10090.ENSMUSP00000119356	10090.ENSMUSP00000113465	0	0	0	0	0.127	0.490	0.540	0.656	0.920
Actl6b	Ruvbl2	10090.ENSMUSP00000119356	10090.ENSMUSP00000147502	0	0	0	0	0.260	0.720	0.540	0.512	0.947
Actl6b	Bcl7c	10090.ENSMUSP00000119356	10090.ENSMUSP00000145743	0	0	0	0	0.072	0.302	0.900	0.440	0.958
Actl6b	Dpf3	10090.ENSMUSP00000119356	10090.ENSMUSP00000136280	0	0	0	0	0.127	0.390	0.900	0.988	0.999
Actr2	Fmn2	10090.ENSMUSP00000000137	10090.ENSMUSP00000030039	0	0	0	0	0.051	0.149	0	0.357	0.435
Actr2	Was	10090.ENSMUSP00000000137	10090.ENSMUSP00000033505	0	0	0	0	0	0.792	0.900	0.986	0.999
Arid1a	Smarcb1	10090.ENSMUSP00000101517	10090.ENSMUSP00000000925	0	0	0	0	0.084	0.941	0.900	0.996	0.999
Arid1a	Smarcd2	10090.ENSMUSP00000101517	10090.ENSMUSP00000021052	0	0	0	0	0.053	0.488	0.800	0.773	0.975
Arid1a	Smarcd1	10090.ENSMUSP00000101517	10090.ENSMUSP00000023759	0	0	0	0	0.073	0.934	0.900	0.994	0.999
Arid1a	Phf10	10090.ENSMUSP00000101517	10090.ENSMUSP00000024657	0	0	0	0	0	0.373	0.900	0.851	0.989
Arid1a	Smarca2	10090.ENSMUSP00000101517	10090.ENSMUSP00000025862	0	0	0	0	0.075	0.826	0.900	0.989	0.999
Arid1a	Parp1	10090.ENSMUSP00000101517	10090.ENSMUSP00000027777	0	0	0	0	0.116	0	0	0.632	0.660
Arid1a	Smarcd3	10090.ENSMUSP00000101517	10090.ENSMUSP00000030791	0	0	0	0	0	0.656	0.900	0.949	0.998
Arid1a	Bcl7a	10090.ENSMUSP00000101517	10090.ENSMUSP00000031391	0	0	0	0	0.050	0.658	0.900	0.726	0.989
Arid1a	Bcl7b	10090.ENSMUSP00000101517	10090.ENSMUSP00000031692	0	0	0	0	0.047	0.259	0.900	0.576	0.966
Arid1a	Brd7	10090.ENSMUSP00000101517	10090.ENSMUSP00000034085	0	0	0	0	0.054	0.092	0	0.916	0.922
Arid1a	Ep400	10090.ENSMUSP00000101517	10090.ENSMUSP00000049038	0	0	0	0	0.302	0.062	0	0.300	0.502
Arid1a	Dpf1	10090.ENSMUSP00000101517	10090.ENSMUSP00000054385	0	0	0	0	0	0.511	0.900	0.975	0.998
Arid1a	Smarcc1	10090.ENSMUSP00000101517	10090.ENSMUSP00000086094	0	0	0	0	0.157	0.825	0.900	0.995	0.999
Arid1a	Arid2	10090.ENSMUSP00000101517	10090.ENSMUSP00000093969	0	0	0	0.546	0.231	0.120	0.720	0.966	0.992
Arid1a	Smarca4	10090.ENSMUSP00000101517	10090.ENSMUSP00000096547	0	0	0	0	0.209	0.984	0.900	0.997	0.999
Arid1a	Trrap	10090.ENSMUSP00000101517	10090.ENSMUSP00000098035	0	0	0	0	0.276	0.059	0	0.307	0.487
Arid1a	Smarce1	10090.ENSMUSP00000101517	10090.ENSMUSP00000099422	0	0	0	0	0.057	0.914	0.900	0.994	0.999
Arid1a	Smarcc2	10090.ENSMUSP00000101517	10090.ENSMUSP00000100868	0	0	0	0	0.126	0.936	0.900	0.995	0.999
Arid1a	Chek1	10090.ENSMUSP00000101517	10090.ENSMUSP00000134388	0	0	0	0	0	0.065	0	0.385	0.400
Arid1a	Fus	10090.ENSMUSP00000101517	10090.ENSMUSP00000101858	0	0	0	0	0.172	0.093	0	0.417	0.524
Arid1a	Trp53bp1	10090.ENSMUSP00000101517	10090.ENSMUSP00000106278	0	0	0	0	0.057	0.103	0	0.553	0.588
Arid1a	Setd2	10090.ENSMUSP00000101517	10090.ENSMUSP00000116313	0	0	0	0	0.341	0.070	0	0.642	0.761
Arid1a	Bcl7c	10090.ENSMUSP00000101517	10090.ENSMUSP00000145743	0	0	0	0	0.042	0.652	0.900	0.565	0.983
Arid1a	Dpf3	10090.ENSMUSP00000101517	10090.ENSMUSP00000136280	0	0	0	0	0	0.721	0.900	0.809	0.994
Arid1a	Dpf2	10090.ENSMUSP00000101517	10090.ENSMUSP00000113465	0	0	0	0	0.115	0.913	0.540	0.973	0.998
Arid1a	Arid1b	10090.ENSMUSP00000101517	10090.ENSMUSP00000111463	0	0	0	0.924	0.280	0.606	0.900	0.983	0.999
Arid1a	Pbrm1	10090.ENSMUSP00000101517	10090.ENSMUSP00000107727	0	0	0	0	0.174	0.297	0.720	0.997	0.999
Arid1b	Smarcb1	10090.ENSMUSP00000111463	10090.ENSMUSP00000000925	0	0	0	0	0.049	0.766	0.900	0.988	0.999
Arid1b	Smarcd2	10090.ENSMUSP00000111463	10090.ENSMUSP00000021052	0	0	0	0	0.053	0.488	0.800	0.738	0.971
Arid1b	Smarcd1	10090.ENSMUSP00000111463	10090.ENSMUSP00000023759	0	0	0	0	0	0.808	0.900	0.714	0.994
Arid1b	Phf10	10090.ENSMUSP00000111463	10090.ENSMUSP00000024657	0	0	0	0	0.050	0.264	0.800	0.825	0.972
Arid1b	Smarca2	10090.ENSMUSP00000111463	10090.ENSMUSP00000025862	0	0	0	0	0.107	0.720	0.900	0.925	0.997
Arid1b	Smarcd3	10090.ENSMUSP00000111463	10090.ENSMUSP00000030791	0	0	0	0	0	0.488	0.900	0.738	0.985
Arid1b	Bcl7a	10090.ENSMUSP00000111463	10090.ENSMUSP00000031391	0	0	0	0	0.052	0.561	0.720	0.358	0.915
Arid1b	Bcl7b	10090.ENSMUSP00000111463	10090.ENSMUSP00000031692	0	0	0	0	0.044	0.259	0.720	0.364	0.857
Arid1b	Brd7	10090.ENSMUSP00000111463	10090.ENSMUSP00000034085	0	0	0	0	0.061	0.092	0	0.860	0.870
Arid1b	Ep400	10090.ENSMUSP00000111463	10090.ENSMUSP00000049038	0	0	0	0	0.200	0.062	0	0.298	0.428
Arid1b	Dpf1	10090.ENSMUSP00000111463	10090.ENSMUSP00000054385	0	0	0	0	0.044	0.390	0.900	0.923	0.994
Arid1b	Smarcc1	10090.ENSMUSP00000111463	10090.ENSMUSP00000086094	0	0	0	0	0.100	0.738	0.900	0.951	0.998
Arid1b	Arid2	10090.ENSMUSP00000111463	10090.ENSMUSP00000093969	0	0	0	0.547	0.211	0.120	0.720	0.953	0.989
Arid1b	Smarca4	10090.ENSMUSP00000111463	10090.ENSMUSP00000096547	0	0	0	0	0.079	0.877	0.900	0.994	0.999
Arid1b	Trrap	10090.ENSMUSP00000111463	10090.ENSMUSP00000098035	0	0	0	0	0.202	0.059	0	0.272	0.406
Arid1b	Smarce1	10090.ENSMUSP00000111463	10090.ENSMUSP00000099422	0	0	0	0	0.066	0.766	0.900	0.930	0.998
Arid1b	Smarcc2	10090.ENSMUSP00000111463	10090.ENSMUSP00000100868	0	0	0	0	0.148	0.752	0.900	0.938	0.998
Arid1b	Fus	10090.ENSMUSP00000111463	10090.ENSMUSP00000101858	0	0	0	0	0.112	0.093	0	0.375	0.452
Arid1b	Pogz	10090.ENSMUSP00000111463	10090.ENSMUSP00000102891	0	0	0	0	0.188	0.054	0	0.405	0.504
Arid1b	Pbrm1	10090.ENSMUSP00000111463	10090.ENSMUSP00000107727	0	0	0	0	0.203	0.297	0.720	0.983	0.997
Arid1b	Kat5	10090.ENSMUSP00000111463	10090.ENSMUSP00000109271	0	0	0	0	0.064	0.292	0	0.218	0.436
Arid1b	Setd2	10090.ENSMUSP00000111463	10090.ENSMUSP00000116313	0	0	0	0	0.123	0.070	0	0.399	0.467
Arid1b	Bcl7c	10090.ENSMUSP00000111463	10090.ENSMUSP00000145743	0	0	0	0	0.061	0.561	0.720	0.387	0.919
Arid1b	Dpf3	10090.ENSMUSP00000111463	10090.ENSMUSP00000136280	0	0	0	0	0	0.662	0.900	0.823	0.993
Arid1b	Dpf2	10090.ENSMUSP00000111463	10090.ENSMUSP00000113465	0	0	0	0	0.052	0.721	0.540	0.971	0.996
Arid2	Smarcb1	10090.ENSMUSP00000093969	10090.ENSMUSP00000000925	0	0	0	0	0.053	0.896	0.720	0.988	0.999
Arid2	Smarcd2	10090.ENSMUSP00000093969	10090.ENSMUSP00000021052	0	0	0	0	0.114	0.560	0.800	0.749	0.977
Arid2	Smarcd1	10090.ENSMUSP00000093969	10090.ENSMUSP00000023759	0	0	0	0	0.099	0.863	0.800	0.828	0.995
Arid2	Phf10	10090.ENSMUSP00000093969	10090.ENSMUSP00000024657	0	0	0	0	0.079	0.824	0.800	0.995	0.999
Arid2	Smarca2	10090.ENSMUSP00000093969	10090.ENSMUSP00000025862	0	0	0	0	0.128	0.811	0.720	0.839	0.991
Arid2	Smarcd3	10090.ENSMUSP00000093969	10090.ENSMUSP00000030791	0	0	0	0	0.091	0.634	0.800	0.743	0.980
Arid2	Bcl7a	10090.ENSMUSP00000093969	10090.ENSMUSP00000031391	0	0	0	0	0.053	0.474	0.720	0.425	0.909
Arid2	Bcl7b	10090.ENSMUSP00000093969	10090.ENSMUSP00000031692	0	0	0	0	0	0.290	0.720	0.395	0.869
Arid2	Brd7	10090.ENSMUSP00000093969	10090.ENSMUSP00000034085	0	0	0	0	0.184	0.863	0.800	0.997	0.999
Arid2	Ep400	10090.ENSMUSP00000093969	10090.ENSMUSP00000049038	0	0	0	0	0.287	0.051	0	0.265	0.459
Arid2	Dpf1	10090.ENSMUSP00000093969	10090.ENSMUSP00000054385	0	0	0	0	0	0.398	0.800	0.702	0.961
Arid2	Smarcc1	10090.ENSMUSP00000093969	10090.ENSMUSP00000086094	0	0	0	0	0.195	0.715	0.720	0.944	0.995
Arid2	Fus	10090.ENSMUSP00000093969	10090.ENSMUSP00000101858	0	0	0	0	0.061	0.065	0	0.374	0.402
Arid2	Kat5	10090.ENSMUSP00000093969	10090.ENSMUSP00000109271	0	0	0	0	0.055	0	0	0.446	0.454
Arid2	Setd2	10090.ENSMUSP00000093969	10090.ENSMUSP00000116313	0	0	0	0	0.267	0	0	0.503	0.620
