#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700016K19Rik	Ate1	10090.ENSMUSP00000063358	10090.ENSMUSP00000033139	0	0	0	0	0	0.051	0	0.487	0.492
Adrm1	Psmc5	10090.ENSMUSP00000050076	10090.ENSMUSP00000021049	0	0	0	0	0.441	0.836	0.540	0.982	0.999
Adrm1	Psma6	10090.ENSMUSP00000050076	10090.ENSMUSP00000021412	0	0	0	0	0.220	0.737	0.500	0.324	0.921
Adrm1	Psmc1	10090.ENSMUSP00000050076	10090.ENSMUSP00000021595	0	0	0	0	0.654	0.817	0.540	0.877	0.995
Adrm1	Atxn3	10090.ENSMUSP00000050076	10090.ENSMUSP00000021606	0	0	0	0	0	0	0	0.442	0.442
Adrm1	Psmd6	10090.ENSMUSP00000050076	10090.ENSMUSP00000022256	0	0	0	0	0.366	0.909	0.540	0.719	0.991
Adrm1	Psmc6	10090.ENSMUSP00000050076	10090.ENSMUSP00000022380	0	0	0	0	0.230	0.911	0.540	0.705	0.989
Adrm1	Bap1	10090.ENSMUSP00000050076	10090.ENSMUSP00000022458	0	0	0	0	0.153	0.611	0	0.295	0.747
Adrm1	Psmb5	10090.ENSMUSP00000050076	10090.ENSMUSP00000022803	0	0	0	0	0.392	0.720	0.500	0.414	0.943
Adrm1	Psmb8	10090.ENSMUSP00000050076	10090.ENSMUSP00000025196	0	0	0	0	0.090	0.796	0.500	0.143	0.910
Adrm1	Huwe1	10090.ENSMUSP00000050076	10090.ENSMUSP00000026292	0	0	0	0	0.073	0.103	0	0.338	0.402
Adrm1	Psmd13	10090.ENSMUSP00000050076	10090.ENSMUSP00000026560	0	0	0	0	0.373	0.834	0.540	0.521	0.974
Adrm1	Psmd1	10090.ENSMUSP00000050076	10090.ENSMUSP00000027432	0	0	0	0	0.265	0.862	0.540	0.849	0.992
Adrm1	Psmb7	10090.ENSMUSP00000050076	10090.ENSMUSP00000028083	0	0	0	0	0.246	0.657	0.500	0.354	0.905
Adrm1	Psmd14	10090.ENSMUSP00000050076	10090.ENSMUSP00000028278	0	0	0	0	0.261	0.817	0.540	0.795	0.985
Adrm1	Psma7	10090.ENSMUSP00000050076	10090.ENSMUSP00000029082	0	0	0	0	0.267	0.618	0.500	0.409	0.906
Adrm1	Rnf115	10090.ENSMUSP00000050076	10090.ENSMUSP00000029740	0	0	0	0	0.145	0	0	0.341	0.412
Adrm1	Rad23b	10090.ENSMUSP00000050076	10090.ENSMUSP00000030134	0	0	0	0	0.252	0.415	0	0.544	0.783
Adrm1	Vcp	10090.ENSMUSP00000050076	10090.ENSMUSP00000030164	0	0	0	0	0.149	0.280	0	0.497	0.665
Adrm1	Psmb2	10090.ENSMUSP00000050076	10090.ENSMUSP00000030642	0	0	0	0	0.168	0.890	0.500	0.258	0.961
Adrm1	Psmc2	10090.ENSMUSP00000050076	10090.ENSMUSP00000030769	0	0	0	0	0.448	0.840	0.540	0.579	0.980
Adrm1	Psmc4	10090.ENSMUSP00000050076	10090.ENSMUSP00000032824	0	0	0	0	0.624	0.851	0.540	0.519	0.986
Adrm1	Psma1	10090.ENSMUSP00000050076	10090.ENSMUSP00000033008	0	0	0	0	0.267	0.783	0.500	0.364	0.942
Adrm1	Psmb10	10090.ENSMUSP00000050076	10090.ENSMUSP00000034369	0	0	0	0	0.094	0.510	0.500	0.185	0.795
Adrm1	Psma4	10090.ENSMUSP00000050076	10090.ENSMUSP00000034848	0	0	0	0	0.214	0.828	0.500	0.432	0.956
Adrm1	Ubd	10090.ENSMUSP00000050076	10090.ENSMUSP00000035808	0	0	0	0	0.054	0.288	0	0.432	0.584
Adrm1	Nploc4	10090.ENSMUSP00000050076	10090.ENSMUSP00000035851	0	0	0	0	0.169	0	0	0.406	0.485
Adrm1	Rnf126	10090.ENSMUSP00000050076	10090.ENSMUSP00000039486	0	0	0	0	0.227	0	0	0.381	0.501
Adrm1	Stub1	10090.ENSMUSP00000050076	10090.ENSMUSP00000040431	0	0	0	0	0.202	0.093	0	0.299	0.448
Adrm1	Psmf1	10090.ENSMUSP00000050076	10090.ENSMUSP00000041184	0	0	0	0	0.082	0	0.500	0.402	0.701
Adrm1	Usp5	10090.ENSMUSP00000050076	10090.ENSMUSP00000041299	0	0	0	0	0.206	0	0	0.473	0.564
Adrm1	Psmd7	10090.ENSMUSP00000050076	10090.ENSMUSP00000041968	0	0	0	0	0.246	0.837	0.540	0.568	0.972
Adrm1	Psma8	10090.ENSMUSP00000050076	10090.ENSMUSP00000042590	0	0	0	0	0.151	0.696	0.500	0.410	0.913
Adrm1	Psme4	10090.ENSMUSP00000050076	10090.ENSMUSP00000045460	0	0	0	0	0.047	0.544	0.500	0.473	0.870
Adrm1	Ube3c	10090.ENSMUSP00000050076	10090.ENSMUSP00000045998	0	0	0	0	0.057	0	0	0.638	0.644
Adrm1	Ube3a	10090.ENSMUSP00000050076	10090.ENSMUSP00000143859	0	0	0	0	0	0.231	0	0.255	0.403
Adrm1	Nub1	10090.ENSMUSP00000050076	10090.ENSMUSP00000143657	0	0	0	0	0.154	0	0	0.361	0.436
Adrm1	Ufd1	10090.ENSMUSP00000050076	10090.ENSMUSP00000111241	0	0	0	0	0.149	0	0	0.375	0.446
Adrm1	Isg15	10090.ENSMUSP00000050076	10090.ENSMUSP00000082548	0	0	0	0	0.054	0.288	0	0.265	0.461
Adrm1	Ubqln5	10090.ENSMUSP00000050076	10090.ENSMUSP00000062054	0	0	0	0	0.054	0.414	0	0.148	0.486
Adrm1	Ubl4a	10090.ENSMUSP00000050076	10090.ENSMUSP00000120461	0	0	0	0	0.102	0.288	0	0.265	0.489
Adrm1	Ubl7	10090.ENSMUSP00000050076	10090.ENSMUSP00000149748	0	0	0	0	0.091	0.414	0	0.148	0.506
Adrm1	Usp37	10090.ENSMUSP00000050076	10090.ENSMUSP00000140670	0	0	0	0	0.047	0	0	0.516	0.519
Adrm1	Nsfl1c	10090.ENSMUSP00000050076	10090.ENSMUSP00000086542	0	0	0	0	0.255	0	0	0.386	0.523
Adrm1	Ubqlnl	10090.ENSMUSP00000050076	10090.ENSMUSP00000056365	0	0	0	0	0.054	0.538	0	0.311	0.672
Adrm1	Ubqln3	10090.ENSMUSP00000050076	10090.ENSMUSP00000055229	0	0	0	0	0.054	0.538	0	0.414	0.721
Adrm1	Ecpas	10090.ENSMUSP00000050076	10090.ENSMUSP00000099953	0	0	0	0	0	0.559	0	0.558	0.797
Adrm1	Rad23a	10090.ENSMUSP00000050076	10090.ENSMUSP00000105383	0	0	0	0	0.203	0.488	0	0.555	0.803
Adrm1	Ddi1	10090.ENSMUSP00000050076	10090.ENSMUSP00000053223	0	0	0	0	0	0	0	0.824	0.824
Adrm1	Psmb11	10090.ENSMUSP00000050076	10090.ENSMUSP00000132140	0	0	0	0	0.090	0.413	0.500	0.445	0.832
Adrm1	Prkn	10090.ENSMUSP00000050076	10090.ENSMUSP00000140587	0	0	0	0	0	0.299	0.650	0.394	0.838
Adrm1	Ubqln2	10090.ENSMUSP00000050076	10090.ENSMUSP00000056888	0	0	0	0	0.054	0.621	0	0.675	0.873
Adrm1	Ubqln1	10090.ENSMUSP00000050076	10090.ENSMUSP00000050191	0	0	0	0	0.145	0.622	0	0.684	0.889
Adrm1	Gm9774	10090.ENSMUSP00000050076	10090.ENSMUSP00000141274	0	0	0.047	0.987	0	0.800	0.540	0	0.904
Adrm1	Psmb9	10090.ENSMUSP00000050076	10090.ENSMUSP00000133499	0	0	0	0	0.206	0.750	0.500	0.159	0.905
Adrm1	Psma3	10090.ENSMUSP00000050076	10090.ENSMUSP00000125548	0	0	0	0	0.265	0.729	0.500	0.191	0.908
Adrm1	Psmb3	10090.ENSMUSP00000050076	10090.ENSMUSP00000099436	0	0	0	0	0.286	0.720	0.500	0.301	0.920
Adrm1	Psma5	10090.ENSMUSP00000050076	10090.ENSMUSP00000088057	0	0	0	0	0.294	0.713	0.500	0.319	0.922
Adrm1	Psma2	10090.ENSMUSP00000050076	10090.ENSMUSP00000129767	0	0	0	0	0.185	0.826	0.500	0.344	0.947
Adrm1	Uba52	10090.ENSMUSP00000050076	10090.ENSMUSP00000120096	0	0	0	0	0.064	0.953	0	0.176	0.960
Adrm1	Gm11808	10090.ENSMUSP00000050076	10090.ENSMUSP00000086852	0	0	0	0	0.049	0.953	0	0.218	0.962
Adrm1	Ubc	10090.ENSMUSP00000050076	10090.ENSMUSP00000114180	0	0	0	0	0.105	0.958	0	0.276	0.971
Adrm1	Psmc3	10090.ENSMUSP00000050076	10090.ENSMUSP00000071054	0	0	0	0	0.487	0.823	0.540	0.648	0.983
Adrm1	Rps27a	10090.ENSMUSP00000050076	10090.ENSMUSP00000099909	0	0	0	0	0.120	0.981	0	0.246	0.986
Adrm1	Usp14	10090.ENSMUSP00000050076	10090.ENSMUSP00000089728	0	0	0	0	0.100	0.672	0.500	0.922	0.987
Adrm1	Psmd8	10090.ENSMUSP00000050076	10090.ENSMUSP00000051657	0	0	0	0	0.591	0.827	0.540	0.715	0.989
Adrm1	Psmd4	10090.ENSMUSP00000050076	10090.ENSMUSP00000071589	0	0	0	0	0.703	0.847	0.540	0.730	0.993
Adrm1	Uchl5	10090.ENSMUSP00000050076	10090.ENSMUSP00000140106	0	0	0	0	0.066	0.986	0.500	0.992	0.999
Akirin2	Psmb4	10090.ENSMUSP00000081322	10090.ENSMUSP00000005923	0	0	0	0	0.061	0.628	0	0	0.635
Akirin2	Psmb1	10090.ENSMUSP00000081322	10090.ENSMUSP00000014913	0	0	0	0	0.053	0.628	0	0	0.632
Akirin2	Psmb6	10090.ENSMUSP00000081322	10090.ENSMUSP00000018430	0	0	0	0	0.047	0.628	0	0	0.630
Akirin2	Psma6	10090.ENSMUSP00000081322	10090.ENSMUSP00000021412	0	0	0	0	0.061	0.767	0	0	0.771
Akirin2	Psmb5	10090.ENSMUSP00000081322	10090.ENSMUSP00000022803	0	0	0	0	0.043	0.628	0	0	0.628
Akirin2	Psmb8	10090.ENSMUSP00000081322	10090.ENSMUSP00000025196	0	0	0	0	0	0.415	0	0	0.414
Akirin2	Psmb7	10090.ENSMUSP00000081322	10090.ENSMUSP00000028083	0	0	0	0	0.049	0.628	0	0	0.631
Akirin2	Psma7	10090.ENSMUSP00000081322	10090.ENSMUSP00000029082	0	0	0	0	0.044	0.767	0	0.042	0.767
Akirin2	Psmb2	10090.ENSMUSP00000081322	10090.ENSMUSP00000030642	0	0	0	0	0.047	0.766	0	0	0.767
Akirin2	Psma1	10090.ENSMUSP00000081322	10090.ENSMUSP00000033008	0	0	0	0	0.058	0.809	0	0	0.812
Akirin2	Psmb10	10090.ENSMUSP00000081322	10090.ENSMUSP00000034369	0	0	0	0	0	0.415	0	0	0.414
Akirin2	Psma4	10090.ENSMUSP00000081322	10090.ENSMUSP00000034848	0	0	0	0	0.052	0.767	0	0	0.769
Akirin2	Psma8	10090.ENSMUSP00000081322	10090.ENSMUSP00000042590	0	0	0	0	0	0.548	0	0.042	0.548
Akirin2	Psmb9	10090.ENSMUSP00000081322	10090.ENSMUSP00000133499	0	0	0	0	0	0.415	0	0	0.414
Akirin2	Psma3	10090.ENSMUSP00000081322	10090.ENSMUSP00000125548	0	0	0	0	0.057	0.628	0	0	0.634
Akirin2	Psmb3	10090.ENSMUSP00000081322	10090.ENSMUSP00000099436	0	0	0	0	0.052	0.766	0	0	0.768
Akirin2	Psma2	10090.ENSMUSP00000081322	10090.ENSMUSP00000129767	0	0	0	0	0.049	0.803	0	0	0.804
Akirin2	Psma5	10090.ENSMUSP00000081322	10090.ENSMUSP00000088057	0	0	0	0	0.047	0.822	0	0	0.823
Akt1	Tbx21	10090.ENSMUSP00000001780	10090.ENSMUSP00000001484	0	0	0	0	0.073	0	0	0.486	0.503
Akt1	Wwtr1	10090.ENSMUSP00000001780	10090.ENSMUSP00000113040	0	0	0	0	0	0.076	0	0.378	0.401
Akt1	Apc	10090.ENSMUSP00000001780	10090.ENSMUSP00000078337	0	0	0	0	0.044	0.102	0	0.361	0.403
Akt1	Capn2	10090.ENSMUSP00000001780	10090.ENSMUSP00000068895	0	0	0	0	0.084	0.062	0	0.374	0.415
Akt1	Ctsl	10090.ENSMUSP00000001780	10090.ENSMUSP00000152169	0	0	0	0	0.069	0	0	0.413	0.430
Akt1	Ubb	10090.ENSMUSP00000001780	10090.ENSMUSP00000019649	0	0	0	0	0.066	0.328	0	0.176	0.438
Akt1	Nedd4l	10090.ENSMUSP00000001780	10090.ENSMUSP00000158026	0	0	0	0	0.062	0.102	0	0.405	0.455
Akt1	Traf4	10090.ENSMUSP00000001780	10090.ENSMUSP00000017530	0	0	0	0	0.066	0.168	0	0.370	0.468
Akt1	Calr4	10090.ENSMUSP00000001780	10090.ENSMUSP00000030285	0	0	0	0	0	0	0	0.469	0.469
Akt1	Wdr26	10090.ENSMUSP00000001780	10090.ENSMUSP00000124592	0	0	0	0	0.079	0.076	0	0.431	0.473
Akt1	Ide	10090.ENSMUSP00000001780	10090.ENSMUSP00000121358	0	0	0	0	0.054	0	0	0.469	0.476
Akt1	Cyld	10090.ENSMUSP00000001780	10090.ENSMUSP00000147654	0	0	0	0	0.042	0.093	0	0.450	0.481
Akt1	Smurf2	10090.ENSMUSP00000001780	10090.ENSMUSP00000090177	0	0	0	0	0.076	0.085	0	0.436	0.482
Akt1	Ctsz	10090.ENSMUSP00000001780	10090.ENSMUSP00000016400	0	0	0	0	0.055	0	0	0.476	0.484
Akt1	Ttc3	10090.ENSMUSP00000001780	10090.ENSMUSP00000156151	0	0	0	0	0	0.335	0	0.271	0.494
Akt1	Vcp	10090.ENSMUSP00000001780	10090.ENSMUSP00000030164	0	0	0	0	0.047	0.244	0	0.356	0.495
Akt1	Arntl	10090.ENSMUSP00000001780	10090.ENSMUSP00000147989	0	0	0	0	0	0.069	0	0.480	0.495
Akt1	Psmb9	10090.ENSMUSP00000001780	10090.ENSMUSP00000133499	0	0	0	0	0	0	0	0.500	0.500
Akt1	Clpp	10090.ENSMUSP00000001780	10090.ENSMUSP00000002735	0	0	0	0	0	0	0	0.500	0.500
Akt1	Tsg101	10090.ENSMUSP00000001780	10090.ENSMUSP00000014546	0	0	0	0	0.052	0	0	0.495	0.501
Akt1	Usp7	10090.ENSMUSP00000001780	10090.ENSMUSP00000124093	0	0	0	0	0.095	0.070	0	0.461	0.507
Akt1	Ctss	10090.ENSMUSP00000001780	10090.ENSMUSP00000015667	0	0	0	0	0.082	0	0	0.487	0.509
Akt1	Smurf1	10090.ENSMUSP00000001780	10090.ENSMUSP00000082827	0	0	0	0	0.092	0.085	0	0.458	0.511
Akt1	Aurka	10090.ENSMUSP00000001780	10090.ENSMUSP00000028997	0	0	0	0.705	0	0.081	0	0.490	0.512
Akt1	Rnf43	10090.ENSMUSP00000001780	10090.ENSMUSP00000130685	0	0	0	0	0	0.059	0	0.509	0.518
Akt1	Ctsb	10090.ENSMUSP00000001780	10090.ENSMUSP00000006235	0	0	0	0	0.076	0	0	0.502	0.521
Akt1	Gzmb	10090.ENSMUSP00000001780	10090.ENSMUSP00000015581	0	0	0	0	0.046	0.097	0	0.490	0.522
Akt1	Canx	10090.ENSMUSP00000001780	10090.ENSMUSP00000137440	0	0	0	0	0.047	0.055	0	0.521	0.531
Akt1	Pml	10090.ENSMUSP00000001780	10090.ENSMUSP00000082816	0	0	0	0	0	0.058	0.400	0.248	0.538
Akt1	Itch	10090.ENSMUSP00000001780	10090.ENSMUSP00000105307	0	0	0	0	0.051	0.085	0	0.510	0.538
Akt1	Ctsk	10090.ENSMUSP00000001780	10090.ENSMUSP00000015664	0	0	0	0	0.082	0	0	0.522	0.542
Akt1	Ddit3	10090.ENSMUSP00000001780	10090.ENSMUSP00000026475	0	0	0	0	0	0.042	0	0.541	0.542
Akt1	Prkn	10090.ENSMUSP00000001780	10090.ENSMUSP00000140587	0	0	0	0	0	0.067	0	0.532	0.544
Akt1	Wwp2	10090.ENSMUSP00000001780	10090.ENSMUSP00000132224	0	0	0	0	0.070	0.085	0	0.512	0.549
Akt1	Usp8	10090.ENSMUSP00000001780	10090.ENSMUSP00000106046	0	0	0	0	0.048	0.093	0.400	0.258	0.564
Akt1	Trim63	10090.ENSMUSP00000001780	10090.ENSMUSP00000101501	0	0	0	0	0	0.061	0	0.563	0.572
Akt1	Cul3	10090.ENSMUSP00000001780	10090.ENSMUSP00000130738	0	0	0	0	0.067	0.150	0	0.506	0.574
Akt1	Plg	10090.ENSMUSP00000001780	10090.ENSMUSP00000014578	0	0	0	0	0	0.097	0	0.552	0.578
Akt1	Nedd4	10090.ENSMUSP00000001780	10090.ENSMUSP00000034740	0	0	0	0	0.077	0.168	0	0.501	0.583
Akt1	Axin2	10090.ENSMUSP00000001780	10090.ENSMUSP00000051331	0	0	0	0	0.056	0.126	0	0.539	0.586
Akt1	Wnt1	10090.ENSMUSP00000001780	10090.ENSMUSP00000023734	0	0	0	0	0	0.089	0	0.572	0.593
Akt1	Cul1	10090.ENSMUSP00000001780	10090.ENSMUSP00000031697	0	0	0	0	0.057	0.262	0	0.472	0.600
Akt1	Pmaip1	10090.ENSMUSP00000001780	10090.ENSMUSP00000025399	0	0	0	0	0	0	0	0.606	0.606
Akt1	Vhl	10090.ENSMUSP00000001780	10090.ENSMUSP00000039418	0	0	0	0	0.068	0.333	0	0.441	0.622
Akt1	Fbxw7	10090.ENSMUSP00000001780	10090.ENSMUSP00000103306	0	0	0	0	0	0.077	0	0.629	0.643
Akt1	Birc2	10090.ENSMUSP00000001780	10090.ENSMUSP00000140049	0	0	0	0	0	0.125	0	0.618	0.651
Akt1	Btrc	10090.ENSMUSP00000001780	10090.ENSMUSP00000070728	0	0	0	0	0.081	0.137	0	0.623	0.675
Akt1	Calr	10090.ENSMUSP00000001780	10090.ENSMUSP00000003912	0	0.001	0	0	0.061	0	0	0.671	0.678
Akt1	Skp1a	10090.ENSMUSP00000001780	10090.ENSMUSP00000104700	0	0	0	0	0	0.081	0	0.665	0.679
Akt1	Sirt2	10090.ENSMUSP00000001780	10090.ENSMUSP00000072732	0	0	0	0	0.046	0.093	0	0.695	0.713
Akt1	Keap1	10090.ENSMUSP00000001780	10090.ENSMUSP00000131029	0	0	0	0	0.099	0.042	0	0.700	0.719
Akt1	Disc1	10090.ENSMUSP00000001780	10090.ENSMUSP00000112410	0	0	0	0	0	0	0	0.724	0.724
Akt1	Hdac6	10090.ENSMUSP00000001780	10090.ENSMUSP00000033501	0	0	0	0	0.049	0.310	0	0.621	0.729
Akt1	Ppp2r5c	10090.ENSMUSP00000001780	10090.ENSMUSP00000082053	0	0	0	0	0.061	0.168	0.650	0.193	0.750
Akt1	Xbp1	10090.ENSMUSP00000001780	10090.ENSMUSP00000054852	0	0	0	0	0.049	0	0	0.760	0.762
Akt1	Axin1	10090.ENSMUSP00000001780	10090.ENSMUSP00000073974	0	0	0	0	0.176	0.126	0	0.712	0.775
Akt1	Casp8	10090.ENSMUSP00000001780	10090.ENSMUSP00000140546	0	0	0	0	0.058	0.064	0	0.778	0.787
Akt1	Skp2	10090.ENSMUSP00000001780	10090.ENSMUSP00000094225	0	0	0	0	0	0.413	0	0.676	0.802
Akt1	Cbl	10090.ENSMUSP00000001780	10090.ENSMUSP00000146244	0	0	0	0	0.054	0.137	0	0.782	0.806
Akt1	Stub1	10090.ENSMUSP00000001780	10090.ENSMUSP00000040431	0	0	0	0	0.077	0.345	0	0.723	0.818
Akt1	Nfe2l2	10090.ENSMUSP00000001780	10090.ENSMUSP00000099733	0	0	0	0	0	0.097	0.400	0.764	0.861
Akt1	Sirt1	10090.ENSMUSP00000001780	10090.ENSMUSP00000112595	0	0	0	0	0	0.207	0	0.846	0.873
Akt1	Ppp2cb	10090.ENSMUSP00000001780	10090.ENSMUSP00000009774	0	0	0	0	0.104	0.296	0.650	0.508	0.877
Akt1	Hspa5	10090.ENSMUSP00000001780	10090.ENSMUSP00000028222	0	0	0	0	0.057	0.262	0	0.919	0.939
Akt1	Ctnnb1	10090.ENSMUSP00000001780	10090.ENSMUSP00000007130	0	0	0	0	0.096	0.168	0.400	0.914	0.956
Akt1	Hsp90b1	10090.ENSMUSP00000001780	10090.ENSMUSP00000020238	0	0	0	0	0.042	0.139	0.900	0.735	0.975
Akt1	Arrb1	10090.ENSMUSP00000001780	10090.ENSMUSP00000095866	0	0	0	0	0.044	0.526	0	0.974	0.987
Akt1	Gsk3a	10090.ENSMUSP00000001780	10090.ENSMUSP00000071654	0	0	0	0.580	0.108	0.806	0.900	0.359	0.987
Akt1	Gsk3b	10090.ENSMUSP00000001780	10090.ENSMUSP00000110398	0	0	0	0.580	0	0.882	0.900	0.408	0.992
Akt1	Mdm2	10090.ENSMUSP00000001780	10090.ENSMUSP00000020408	0	0	0	0	0.051	0.375	0.900	0.929	0.995
Akt1	Arrb2	10090.ENSMUSP00000001780	10090.ENSMUSP00000104208	0	0	0	0	0.048	0.547	0	0.994	0.997
Amfr	Sgta	10090.ENSMUSP00000052258	10090.ENSMUSP00000005067	0	0	0	0	0.042	0.054	0	0.568	0.574
Amfr	Derl3	10090.ENSMUSP00000052258	10090.ENSMUSP00000009236	0	0	0	0	0	0.656	0	0.501	0.821
Amfr	Rnf5	10090.ENSMUSP00000052258	10090.ENSMUSP00000015622	0	0	0	0	0.068	0.096	0	0.730	0.752
Amfr	Tmem129	10090.ENSMUSP00000052258	10090.ENSMUSP00000019439	0	0	0	0	0.046	0.082	0	0.565	0.586
Amfr	Ubb	10090.ENSMUSP00000052258	10090.ENSMUSP00000019649	0	0	0	0	0.058	0.766	0.400	0.168	0.875
Amfr	Ubxn6	10090.ENSMUSP00000052258	10090.ENSMUSP00000019722	0	0	0	0	0.073	0.082	0	0.427	0.469
Amfr	Ube2d1	10090.ENSMUSP00000052258	10090.ENSMUSP00000020085	0	0	0	0	0.046	0.257	0	0.364	0.509
Amfr	Ube2g1	10090.ENSMUSP00000052258	10090.ENSMUSP00000021148	0	0	0	0	0.080	0.566	0	0.372	0.727
